# TEST CONFIGURATION BEGIN
# RandomTreeGenerator: _original_tree_random_state: 0 - _original_sample_random_state: 0 - n_classes: 2 - n_nominal_attributes: 5 - n_numerical_attributes: 5 - n_values_per_nominal_attribute: 5 - max_depth: 5 - min_leaf_depth: 3 - fraction_leaves_per_level: 0.15
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: output_50000.csv - batch_size: 1 - pretrain_size: 100 - task_type: classification - show_plot: True - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
41599,0.672434,0.715000,0.647181,0.605000,0.305759,0.419197,0.239765,0.189078
41799,0.672878,0.765000,0.647314,0.675000,0.306696,0.505263,0.240006,0.295011
41999,0.673007,0.700000,0.647613,0.710000,0.306730,0.316551,0.240309,0.313528
42199,0.673302,0.735000,0.647435,0.610000,0.307448,0.451913,0.240030,0.181274
42399,0.673593,0.735000,0.647660,0.695000,0.308070,0.440810,0.240453,0.330994
42599,0.673671,0.690000,0.647318,0.575000,0.308400,0.370239,0.239884,0.127310
42799,0.673794,0.700000,0.646956,0.570000,0.308794,0.385057,0.239256,0.107050
42999,0.674009,0.720000,0.646876,0.630000,0.309220,0.402539,0.239026,0.190815
43199,0.674153,0.705000,0.646937,0.660000,0.309573,0.385417,0.239116,0.258290
43399,0.674388,0.725000,0.647182,0.700000,0.310067,0.421053,0.239462,0.311927
43599,0.674897,0.785000,0.646966,0.600000,0.311344,0.564777,0.239125,0.168053
43799,0.675195,0.740000,0.646934,0.640000,0.312054,0.463087,0.239029,0.217816
43999,0.675239,0.685000,0.646902,0.640000,0.312308,0.358452,0.239033,0.242504
44199,0.675488,0.730000,0.646621,0.585000,0.312876,0.438027,0.238380,0.092896
44399,0.675892,0.765000,0.646569,0.635000,0.313981,0.527733,0.238518,0.260685
44599,0.676000,0.700000,0.646584,0.650000,0.314308,0.382208,0.238605,0.257216
44799,0.676130,0.705000,0.646264,0.575000,0.314834,0.407987,0.238186,0.142972
44999,0.676526,0.765000,0.646214,0.635000,0.315791,0.520016,0.238206,0.240375
45199,0.676763,0.730000,0.646386,0.685000,0.316445,0.450605,0.238681,0.341555
45399,0.676998,0.730000,0.646600,0.695000,0.316962,0.435619,0.239070,0.328342
45599,0.677451,0.780000,0.646220,0.560000,0.318189,0.560000,0.238533,0.120000
45799,0.677790,0.755000,0.645799,0.550000,0.319047,0.500815,0.237787,0.070248
45999,0.677974,0.720000,0.645773,0.640000,0.319416,0.411517,0.237605,0.194991
